Request id,Pickup point,Status,Request timestamp,Request Date,Request hour,Time Slot,Drop timestamp
223,Airport,Trip Completed,11-07-2016 06:13,11-07-2016,6,Early Morning,11-07-2016 07:05
680,City,Trip Completed,11-07-2016 13:30,11-07-2016,13,Afternoon,11-07-2016 14:38
887,Airport,Trip Completed,11-07-2016 18:10,11-07-2016,18,Evening,11-07-2016 18:47
1689,Airport,Trip Completed,12-07-2016 07:51,12-07-2016,7,Early Morning,12-07-2016 08:32
1939,City,Trip Completed,12-07-2016 11:18,12-07-2016,11,Morning,12-07-2016 11:54
2182,City,Trip Completed,12-07-2016 17:42,12-07-2016,17,Evening,12-07-2016 18:30
3223,Airport,Trip Completed,13-07-2016 09:48,13-07-2016,9,Morning,13-07-2016 10:31
3819,Airport,Trip Completed,13-07-2016 21:08,13-07-2016,21,Night,13-07-2016 21:48
4823,Airport,Trip Completed,14-07-2016 17:22,14-07-2016,17,Evening,14-07-2016 18:38
5431,Airport,Trip Completed,15-07-2016 02:38,15-07-2016,2,Late Night,15-07-2016 03:23
6353,Airport,Trip Completed,15-07-2016 18:57,15-07-2016,18,Evening,15-07-2016 19:27
163,City,Trip Completed,11-07-2016 05:35,11-07-2016,5,Early Morning,11-07-2016 06:49
706,Airport,Trip Completed,11-07-2016 14:12,11-07-2016,14,Afternoon,11-07-2016 15:27
1214,Airport,Trip Completed,11-07-2016 21:30,11-07-2016,21,Night,11-07-2016 21:57
1399,City,Trip Completed,12-07-2016 02:35,12-07-2016,2,Late Night,12-07-2016 03:42
1574,Airport,Trip Completed,12-07-2016 06:26,12-07-2016,6,Early Morning,12-07-2016 07:15
1870,City,Trip Completed,12-07-2016 10:01,12-07-2016,10,Morning,12-07-2016 10:42
2267,Airport,Trip Completed,12-07-2016 18:33,12-07-2016,18,Evening,12-07-2016 19:36
2658,Airport,Trip Completed,12-07-2016 23:18,12-07-2016,23,Night,13-07-2016 00:03
3048,Airport,Trip Completed,13-07-2016 07:41,13-07-2016,7,Early Morning,13-07-2016 08:14
3301,Airport,Trip Completed,13-07-2016 11:41,13-07-2016,11,Morning,13-07-2016 12:28
3477,City,Trip Completed,13-07-2016 17:18,13-07-2016,17,Evening,13-07-2016 18:09
4371,City,Trip Completed,14-07-2016 07:34,14-07-2016,7,Early Morning,14-07-2016 08:24
445,City,Trip Completed,11-07-2016 09:06,11-07-2016,9,Morning,11-07-2016 10:05
1100,Airport,Trip Completed,11-07-2016 20:10,11-07-2016,20,Night,11-07-2016 20:52
1961,City,Trip Completed,12-07-2016 11:53,12-07-2016,11,Morning,12-07-2016 12:27
3215,Airport,Trip Completed,13-07-2016 09:49,13-07-2016,9,Morning,13-07-2016 10:57
3997,Airport,Trip Completed,13-07-2016 23:36,13-07-2016,23,Night,14-07-2016 00:22
4385,City,Trip Completed,14-07-2016 07:51,14-07-2016,7,Early Morning,14-07-2016 08:24
4736,City,Trip Completed,14-07-2016 14:31,14-07-2016,14,Afternoon,14-07-2016 15:50
5291,Airport,Trip Completed,14-07-2016 21:48,14-07-2016,21,Night,14-07-2016 22:45
5350,City,Trip Completed,14-07-2016 22:52,14-07-2016,22,Night,14-07-2016 23:42
5768,City,Trip Completed,15-07-2016 08:27,15-07-2016,8,Morning,15-07-2016 09:30
675,City,Trip Completed,11-07-2016 13:24,11-07-2016,13,Afternoon,11-07-2016 13:55
1996,Airport,Trip Completed,12-07-2016 12:57,12-07-2016,12,Afternoon,12-07-2016 14:06
2510,City,Trip Completed,12-07-2016 21:01,12-07-2016,21,Night,12-07-2016 21:50
3969,Airport,Trip Completed,13-07-2016 22:58,13-07-2016,22,Night,13-07-2016 23:58
4397,City,Trip Completed,14-07-2016 07:56,14-07-2016,7,Early Morning,14-07-2016 08:57
5326,City,Trip Completed,14-07-2016 22:09,14-07-2016,22,Night,14-07-2016 23:13
5987,City,Trip Completed,15-07-2016 11:42,15-07-2016,11,Morning,15-07-2016 12:49
6152,Airport,Trip Completed,15-07-2016 16:15,15-07-2016,16,Evening,15-07-2016 17:16
6317,City,Trip Completed,15-07-2016 18:35,15-07-2016,18,Evening,15-07-2016 19:05
602,City,Trip Completed,11-07-2016 11:38,11-07-2016,11,Morning,11-07-2016 12:57
981,City,Trip Completed,11-07-2016 19:01,11-07-2016,19,Evening,11-07-2016 19:39
1317,Airport,Trip Completed,11-07-2016 22:57,11-07-2016,22,Night,11-07-2016 23:52
2112,Airport,Trip Completed,12-07-2016 16:32,12-07-2016,16,Evening,12-07-2016 17:03
2365,City,Trip Completed,12-07-2016 19:34,12-07-2016,19,Evening,12-07-2016 20:12
2849,City,Trip Completed,13-07-2016 05:29,13-07-2016,5,Early Morning,13-07-2016 06:34
4573,City,Trip Completed,14-07-2016 09:47,14-07-2016,9,Morning,14-07-2016 10:47
5095,City,Trip Completed,14-07-2016 19:48,14-07-2016,19,Evening,14-07-2016 20:55
741,Airport,Trip Completed,11-07-2016 15:39,11-07-2016,15,Afternoon,11-07-2016 16:27
1873,City,Trip Completed,12-07-2016 09:59,12-07-2016,9,Morning,12-07-2016 10:44
2134,Airport,Trip Completed,12-07-2016 17:14,12-07-2016,17,Evening,12-07-2016 17:44
3461,Airport,Trip Completed,13-07-2016 17:04,13-07-2016,17,Evening,13-07-2016 18:07
3711,Airport,Trip Completed,13-07-2016 19:47,13-07-2016,19,Evening,13-07-2016 20:46
5001,Airport,Trip Completed,14-07-2016 18:59,14-07-2016,18,Evening,14-07-2016 19:35
248,City,Trip Completed,11-07-2016 06:38,11-07-2016,6,Early Morning,11-07-2016 07:45
1321,Airport,Trip Completed,11-07-2016 23:01,11-07-2016,23,Night,12-07-2016 00:05
1997,City,Trip Completed,12-07-2016 13:02,12-07-2016,13,Afternoon,12-07-2016 13:57
2544,City,Trip Completed,12-07-2016 21:22,12-07-2016,21,Night,12-07-2016 21:51
3863,City,Trip Completed,13-07-2016 21:44,13-07-2016,21,Night,13-07-2016 22:50
4336,City,Trip Completed,14-07-2016 07:14,14-07-2016,7,Early Morning,14-07-2016 08:34
4754,City,Trip Completed,14-07-2016 15:24,14-07-2016,15,Afternoon,14-07-2016 16:18
6620,City,Trip Completed,15-07-2016 21:48,15-07-2016,21,Night,15-07-2016 22:36
500,Airport,Trip Completed,11-07-2016 09:38,11-07-2016,9,Morning,11-07-2016 10:12
1518,City,Trip Completed,12-07-2016 05:50,12-07-2016,5,Early Morning,12-07-2016 06:38
3082,City,Trip Completed,13-07-2016 08:10,13-07-2016,8,Morning,13-07-2016 08:50
3478,Airport,Trip Completed,13-07-2016 17:19,13-07-2016,17,Evening,13-07-2016 17:53
4539,City,Trip Completed,14-07-2016 09:35,14-07-2016,9,Morning,14-07-2016 10:46
4791,City,Trip Completed,14-07-2016 16:43,14-07-2016,16,Evening,14-07-2016 17:32
5263,City,Trip Completed,14-07-2016 21:30,14-07-2016,21,Night,14-07-2016 21:59
1679,City,Trip Completed,12-07-2016 07:46,12-07-2016,7,Early Morning,12-07-2016 08:24
2276,Airport,Trip Completed,12-07-2016 18:38,12-07-2016,18,Evening,12-07-2016 19:46
2747,Airport,Trip Completed,13-07-2016 03:17,13-07-2016,3,Late Night,13-07-2016 03:54
3370,City,Trip Completed,13-07-2016 13:56,13-07-2016,13,Afternoon,13-07-2016 14:56
3741,Airport,Trip Completed,13-07-2016 20:14,13-07-2016,20,Night,13-07-2016 21:21
4266,Airport,Trip Completed,14-07-2016 06:10,14-07-2016,6,Early Morning,14-07-2016 06:56
5596,City,Trip Completed,15-07-2016 06:08,15-07-2016,6,Early Morning,15-07-2016 06:51
5961,Airport,Trip Completed,15-07-2016 10:55,15-07-2016,10,Morning,15-07-2016 11:54
6418,City,Trip Completed,15-07-2016 19:45,15-07-2016,19,Evening,15-07-2016 20:22
759,City,Trip Completed,11-07-2016 16:16,11-07-2016,16,Evening,11-07-2016 16:47
2524,Airport,Trip Completed,12-07-2016 21:09,12-07-2016,21,Night,12-07-2016 21:55
2769,Airport,Trip Completed,13-07-2016 04:13,13-07-2016,4,Early Morning,13-07-2016 05:06
5071,Airport,Trip Completed,14-07-2016 19:30,14-07-2016,19,Evening,14-07-2016 20:17
5287,City,Trip Completed,14-07-2016 21:46,14-07-2016,21,Night,14-07-2016 22:35
33,Airport,Trip Completed,11-07-2016 02:17,11-07-2016,2,Late Night,11-07-2016 03:31
2692,City,Trip Completed,13-07-2016 00:42,13-07-2016,0,Late Night,13-07-2016 01:40
2835,City,Trip Completed,13-07-2016 05:19,13-07-2016,5,Early Morning,13-07-2016 06:24
3122,Airport,Trip Completed,13-07-2016 08:37,13-07-2016,8,Morning,13-07-2016 09:13
3465,City,Trip Completed,13-07-2016 17:12,13-07-2016,17,Evening,13-07-2016 18:03
3857,City,Trip Completed,13-07-2016 21:34,13-07-2016,21,Night,13-07-2016 22:46
4343,Airport,Trip Completed,14-07-2016 07:17,14-07-2016,7,Early Morning,14-07-2016 08:07
4417,City,Trip Completed,14-07-2016 08:13,14-07-2016,8,Morning,14-07-2016 09:07
5756,City,Trip Completed,15-07-2016 08:03,15-07-2016,8,Morning,15-07-2016 08:51
5907,Airport,Trip Completed,15-07-2016 09:56,15-07-2016,9,Morning,15-07-2016 11:04
699,Airport,Trip Completed,11-07-2016 14:02,11-07-2016,14,Afternoon,11-07-2016 15:02
821,City,Trip Completed,11-07-2016 17:34,11-07-2016,17,Evening,11-07-2016 17:57
2085,City,Trip Completed,12-07-2016 15:41,12-07-2016,15,Afternoon,12-07-2016 16:27
2346,Airport,Trip Completed,12-07-2016 19:17,12-07-2016,19,Evening,12-07-2016 20:04
2704,City,Trip Completed,13-07-2016 01:12,13-07-2016,1,Late Night,13-07-2016 01:58
2901,Airport,Trip Completed,13-07-2016 06:04,13-07-2016,6,Early Morning,13-07-2016 07:17
3475,City,Trip Completed,13-07-2016 17:19,13-07-2016,17,Evening,13-07-2016 17:55
3743,Airport,Trip Completed,13-07-2016 20:19,13-07-2016,20,Night,13-07-2016 21:10
5209,Airport,Trip Completed,14-07-2016 20:58,14-07-2016,20,Night,14-07-2016 21:59
6674,Airport,Trip Completed,15-07-2016 22:25,15-07-2016,22,Night,15-07-2016 23:08
714,City,Trip Completed,11-07-2016 14:28,11-07-2016,14,Afternoon,11-07-2016 15:34
792,Airport,Trip Completed,11-07-2016 17:01,11-07-2016,17,Evening,11-07-2016 17:44
1341,Airport,Trip Completed,11-07-2016 23:26,11-07-2016,23,Night,12-07-2016 00:06
1745,City,Trip Completed,12-07-2016 08:22,12-07-2016,8,Morning,12-07-2016 09:13
1971,City,Trip Completed,12-07-2016 12:08,12-07-2016,12,Afternoon,12-07-2016 13:25
2632,City,Trip Completed,12-07-2016 22:19,12-07-2016,22,Night,12-07-2016 23:21
2935,City,Trip Completed,13-07-2016 06:30,13-07-2016,6,Early Morning,13-07-2016 07:01
3142,Airport,Trip Completed,13-07-2016 08:50,13-07-2016,8,Morning,13-07-2016 09:59
4516,City,Trip Completed,14-07-2016 09:11,14-07-2016,9,Morning,14-07-2016 09:57
4605,Airport,Trip Completed,14-07-2016 10:14,14-07-2016,10,Morning,14-07-2016 11:25
5936,Airport,Trip Completed,15-07-2016 10:17,15-07-2016,10,Morning,15-07-2016 11:04
6621,City,Trip Completed,15-07-2016 21:49,15-07-2016,21,Night,15-07-2016 22:30
752,Airport,Trip Completed,11-07-2016 16:03,11-07-2016,16,Evening,11-07-2016 17:08
1336,City,Trip Completed,11-07-2016 23:17,11-07-2016,23,Night,11-07-2016 23:52
1836,Airport,Trip Completed,12-07-2016 09:37,12-07-2016,9,Morning,12-07-2016 10:19
2447,Airport,Trip Completed,12-07-2016 20:24,12-07-2016,20,Night,12-07-2016 21:36
3517,Airport,Trip Completed,13-07-2016 17:46,13-07-2016,17,Evening,13-07-2016 18:35
3831,Airport,Trip Completed,13-07-2016 21:16,13-07-2016,21,Night,13-07-2016 22:16
4136,City,Trip Completed,14-07-2016 04:46,14-07-2016,4,Early Morning,14-07-2016 05:21
4700,Airport,Trip Completed,14-07-2016 13:08,14-07-2016,13,Afternoon,14-07-2016 13:54
5484,City,Trip Completed,15-07-2016 04:54,15-07-2016,4,Early Morning,15-07-2016 05:47
5900,City,Trip Completed,15-07-2016 09:53,15-07-2016,9,Morning,15-07-2016 10:44
6634,Airport,Trip Completed,15-07-2016 22:03,15-07-2016,22,Night,15-07-2016 22:44
426,City,Trip Completed,11-07-2016 08:48,11-07-2016,8,Morning,11-07-2016 09:53
1320,City,Trip Completed,11-07-2016 22:52,11-07-2016,22,Night,12-07-2016 00:06
1588,City,Trip Completed,12-07-2016 06:32,12-07-2016,6,Early Morning,12-07-2016 07:19
2375,Airport,Trip Completed,12-07-2016 19:38,12-07-2016,19,Evening,12-07-2016 20:38
4411,Airport,Trip Completed,14-07-2016 08:09,14-07-2016,8,Morning,14-07-2016 08:52
4769,Airport,Trip Completed,14-07-2016 15:42,14-07-2016,15,Afternoon,14-07-2016 16:41
5149,City,Trip Completed,14-07-2016 20:27,14-07-2016,20,Night,14-07-2016 21:26
5659,City,Trip Completed,15-07-2016 07:03,15-07-2016,7,Early Morning,15-07-2016 08:08
545,City,Trip Completed,11-07-2016 10:06,11-07-2016,10,Morning,11-07-2016 10:42
778,City,Trip Completed,11-07-2016 16:39,11-07-2016,16,Evening,11-07-2016 17:18
1289,City,Trip Completed,11-07-2016 22:26,11-07-2016,22,Night,11-07-2016 22:55
1654,Airport,Trip Completed,12-07-2016 07:23,12-07-2016,7,Early Morning,12-07-2016 08:06
1945,Airport,Trip Completed,12-07-2016 11:33,12-07-2016,11,Morning,12-07-2016 12:44
2460,City,Trip Completed,12-07-2016 20:29,12-07-2016,20,Night,12-07-2016 21:40
2877,Airport,Trip Completed,13-07-2016 05:49,13-07-2016,5,Early Morning,13-07-2016 07:03
3264,City,Trip Completed,13-07-2016 10:21,13-07-2016,10,Morning,13-07-2016 11:31
3927,City,Trip Completed,13-07-2016 22:22,13-07-2016,22,Night,13-07-2016 23:21
5774,City,Trip Completed,15-07-2016 08:29,15-07-2016,8,Morning,15-07-2016 09:22
923,City,Trip Completed,11-07-2016 18:26,11-07-2016,18,Evening,11-07-2016 19:37
1439,City,Trip Completed,12-07-2016 04:45,12-07-2016,4,Early Morning,12-07-2016 05:19
2130,City,Trip Completed,12-07-2016 17:04,12-07-2016,17,Evening,12-07-2016 17:46
2797,City,Trip Completed,13-07-2016 04:53,13-07-2016,4,Early Morning,13-07-2016 06:07
3135,Airport,Trip Completed,13-07-2016 08:48,13-07-2016,8,Morning,13-07-2016 09:21
3525,Airport,Trip Completed,13-07-2016 17:48,13-07-2016,17,Evening,13-07-2016 18:50
3925,Airport,Trip Completed,13-07-2016 22:26,13-07-2016,22,Night,13-07-2016 23:25
4087,City,Trip Completed,14-07-2016 02:52,14-07-2016,2,Late Night,14-07-2016 03:57
4706,City,Trip Completed,14-07-2016 13:14,14-07-2016,13,Afternoon,14-07-2016 14:00
5448,Airport,Trip Completed,15-07-2016 03:22,15-07-2016,3,Late Night,15-07-2016 04:27
5645,City,Trip Completed,15-07-2016 06:51,15-07-2016,6,Early Morning,15-07-2016 07:35
5862,City,Trip Completed,15-07-2016 09:19,15-07-2016,9,Morning,15-07-2016 09:56
6079,Airport,Trip Completed,15-07-2016 14:21,15-07-2016,14,Afternoon,15-07-2016 15:07
6648,Airport,Trip Completed,15-07-2016 22:04,15-07-2016,22,Night,15-07-2016 23:14
863,City,Trip Completed,11-07-2016 17:55,11-07-2016,17,Evening,11-07-2016 18:43
1324,City,Trip Completed,11-07-2016 22:59,11-07-2016,22,Night,12-07-2016 00:05
1666,City,Trip Completed,12-07-2016 07:37,12-07-2016,7,Early Morning,12-07-2016 08:49
1797,Airport,Trip Completed,12-07-2016 09:15,12-07-2016,9,Morning,12-07-2016 09:41
2279,Airport,Trip Completed,12-07-2016 18:38,12-07-2016,18,Evening,12-07-2016 19:26
2997,City,Trip Completed,13-07-2016 07:10,13-07-2016,7,Early Morning,13-07-2016 07:49
3343,Airport,Trip Completed,13-07-2016 12:57,13-07-2016,12,Afternoon,13-07-2016 13:42
3625,Airport,Trip Completed,13-07-2016 18:57,13-07-2016,18,Evening,13-07-2016 20:01
4310,City,Trip Completed,14-07-2016 06:48,14-07-2016,6,Early Morning,14-07-2016 07:42
4750,Airport,Trip Completed,14-07-2016 15:09,14-07-2016,15,Afternoon,14-07-2016 16:20
5185,Airport,Trip Completed,14-07-2016 20:35,14-07-2016,20,Night,14-07-2016 21:49
5978,Airport,Trip Completed,15-07-2016 11:27,15-07-2016,11,Morning,15-07-2016 12:10
6073,City,Trip Completed,15-07-2016 14:02,15-07-2016,14,Afternoon,15-07-2016 14:50
455,City,Trip Completed,11-07-2016 09:17,11-07-2016,9,Morning,11-07-2016 10:12
651,Airport,Trip Completed,11-07-2016 12:45,11-07-2016,12,Afternoon,11-07-2016 13:25
742,City,Trip Completed,11-07-2016 15:38,11-07-2016,15,Afternoon,11-07-2016 16:25
828,Airport,Trip Completed,11-07-2016 17:35,11-07-2016,17,Evening,11-07-2016 18:07
1701,City,Trip Completed,12-07-2016 07:58,12-07-2016,7,Early Morning,12-07-2016 08:47
1985,City,Trip Completed,12-07-2016 12:24,12-07-2016,12,Afternoon,12-07-2016 13:29
2277,City,Trip Completed,12-07-2016 18:39,12-07-2016,18,Evening,12-07-2016 19:34
3108,Airport,Trip Completed,13-07-2016 08:25,13-07-2016,8,Morning,13-07-2016 09:35
3880,Airport,Trip Completed,13-07-2016 21:54,13-07-2016,21,Night,13-07-2016 22:35
4252,City,Trip Completed,14-07-2016 06:05,14-07-2016,6,Early Morning,14-07-2016 06:46
4646,Airport,Trip Completed,14-07-2016 11:49,14-07-2016,11,Morning,14-07-2016 12:55
5560,Airport,Trip Completed,15-07-2016 05:35,15-07-2016,5,Early Morning,15-07-2016 06:19
483,City,Trip Completed,11-07-2016 09:26,11-07-2016,9,Morning,11-07-2016 10:04
628,Airport,Trip Completed,11-07-2016 12:19,11-07-2016,12,Afternoon,11-07-2016 13:00
2285,City,Trip Completed,12-07-2016 18:34,12-07-2016,18,Evening,12-07-2016 19:14
4024,Airport,Trip Completed,13-07-2016 00:06,13-07-2016,0,Late Night,13-07-2016 00:42
2952,City,Trip Completed,13-07-2016 06:39,13-07-2016,6,Early Morning,13-07-2016 07:56
4631,Airport,Trip Completed,14-07-2016 11:16,14-07-2016,11,Morning,14-07-2016 12:24
5200,Airport,Trip Completed,14-07-2016 20:48,14-07-2016,20,Night,14-07-2016 21:38
5711,City,Trip Completed,15-07-2016 07:40,15-07-2016,7,Early Morning,15-07-2016 08:33
6399,Airport,Trip Completed,15-07-2016 19:24,15-07-2016,19,Evening,15-07-2016 20:01
6453,City,Trip Completed,15-07-2016 20:06,15-07-2016,20,Night,15-07-2016 21:02
788,City,Trip Completed,11-07-2016 16:53,11-07-2016,16,Evening,11-07-2016 17:54
1550,Airport,Trip Completed,12-07-2016 06:08,12-07-2016,6,Early Morning,12-07-2016 07:14
2069,Airport,Trip Completed,12-07-2016 15:20,12-07-2016,15,Afternoon,12-07-2016 15:55
2593,City,Trip Completed,12-07-2016 21:43,12-07-2016,21,Night,12-07-2016 22:35
2943,City,Trip Completed,13-07-2016 06:41,13-07-2016,6,Early Morning,13-07-2016 07:15
3649,City,Trip Completed,13-07-2016 19:11,13-07-2016,19,Evening,13-07-2016 20:21
3942,Airport,Trip Completed,13-07-2016 22:36,13-07-2016,22,Night,13-07-2016 23:42
5512,Airport,Trip Completed,15-07-2016 05:10,15-07-2016,5,Early Morning,15-07-2016 05:42
5752,City,Trip Completed,15-07-2016 08:02,15-07-2016,8,Morning,15-07-2016 09:09
6362,City,Trip Completed,15-07-2016 19:05,15-07-2016,19,Evening,15-07-2016 19:49
1151,Airport,Trip Completed,11-07-2016 20:40,11-07-2016,20,Night,11-07-2016 21:38
1812,Airport,Trip Completed,12-07-2016 09:16,12-07-2016,9,Morning,12-07-2016 10:09
1946,Airport,Trip Completed,12-07-2016 11:28,12-07-2016,11,Morning,12-07-2016 12:32
2646,City,Trip Completed,12-07-2016 22:46,12-07-2016,22,Night,12-07-2016 23:45
3255,Airport,Trip Completed,13-07-2016 10:10,13-07-2016,10,Morning,13-07-2016 11:20
3431,Airport,Trip Completed,13-07-2016 16:03,13-07-2016,16,Evening,13-07-2016 16:46
3634,City,Trip Completed,13-07-2016 19:00,13-07-2016,19,Evening,13-07-2016 19:54
4592,City,Trip Completed,14-07-2016 10:09,14-07-2016,10,Morning,14-07-2016 10:38
5705,City,Trip Completed,15-07-2016 07:32,15-07-2016,7,Early Morning,15-07-2016 08:16
6056,Airport,Trip Completed,15-07-2016 13:35,15-07-2016,13,Afternoon,15-07-2016 14:02
325,City,Trip Completed,11-07-2016 07:34,11-07-2016,7,Early Morning,11-07-2016 08:44
1015,City,Trip Completed,11-07-2016 19:15,11-07-2016,19,Evening,11-07-2016 20:11
1308,City,Trip Completed,11-07-2016 22:41,11-07-2016,22,Night,11-07-2016 23:54
1667,City,Trip Completed,12-07-2016 07:42,12-07-2016,7,Early Morning,12-07-2016 08:03
2436,Airport,Trip Completed,12-07-2016 20:15,12-07-2016,20,Night,12-07-2016 20:46
2865,City,Trip Completed,13-07-2016 05:42,13-07-2016,5,Early Morning,13-07-2016 06:25
3397,City,Trip Completed,13-07-2016 15:00,13-07-2016,15,Afternoon,13-07-2016 15:58
4040,Airport,Trip Completed,14-07-2016 00:38,14-07-2016,0,Late Night,14-07-2016 01:50
4094,City,Trip Completed,14-07-2016 03:09,14-07-2016,3,Late Night,14-07-2016 03:44
4568,Airport,Trip Completed,14-07-2016 09:50,14-07-2016,9,Morning,14-07-2016 10:22
5105,City,Trip Completed,14-07-2016 19:59,14-07-2016,19,Evening,14-07-2016 20:37
573,Airport,Trip Completed,11-07-2016 10:57,11-07-2016,10,Morning,11-07-2016 11:30
789,City,Trip Completed,11-07-2016 16:54,11-07-2016,16,Evening,11-07-2016 17:36
1525,City,Trip Completed,12-07-2016 05:48,12-07-2016,5,Early Morning,12-07-2016 06:46
2786,Airport,Trip Completed,13-07-2016 04:54,13-07-2016,4,Early Morning,13-07-2016 05:34
3143,Airport,Trip Completed,13-07-2016 08:52,13-07-2016,8,Morning,13-07-2016 09:57
3917,City,Trip Completed,13-07-2016 22:15,13-07-2016,22,Night,13-07-2016 23:23
4375,City,Trip Completed,14-07-2016 07:38,14-07-2016,7,Early Morning,14-07-2016 08:42
6345,City,Trip Completed,15-07-2016 18:44,15-07-2016,18,Evening,15-07-2016 19:57
169,City,Trip Completed,11-07-2016 05:45,11-07-2016,5,Early Morning,11-07-2016 06:48
537,City,Trip Completed,11-07-2016 10:05,11-07-2016,10,Morning,11-07-2016 10:57
682,City,Trip Completed,11-07-2016 13:32,11-07-2016,13,Afternoon,11-07-2016 14:19
1384,City,Trip Completed,12-07-2016 01:15,12-07-2016,1,Late Night,12-07-2016 02:18
2167,Airport,Trip Completed,12-07-2016 17:30,12-07-2016,17,Evening,12-07-2016 18:30
2295,City,Trip Completed,12-07-2016 18:48,12-07-2016,18,Evening,12-07-2016 19:12
3109,City,Trip Completed,13-07-2016 08:22,13-07-2016,8,Morning,13-07-2016 09:18
3293,City,Trip Completed,13-07-2016 11:18,13-07-2016,11,Morning,13-07-2016 11:52
3444,City,Trip Completed,13-07-2016 16:33,13-07-2016,16,Evening,13-07-2016 17:49
3660,Airport,Trip Completed,13-07-2016 19:22,13-07-2016,19,Evening,13-07-2016 19:51
4693,City,Trip Completed,14-07-2016 13:01,14-07-2016,13,Afternoon,14-07-2016 14:10
5214,Airport,Trip Completed,14-07-2016 20:59,14-07-2016,20,Night,14-07-2016 21:48
5570,City,Trip Completed,15-07-2016 05:53,15-07-2016,5,Early Morning,15-07-2016 06:17
6003,Airport,Trip Completed,15-07-2016 12:09,15-07-2016,12,Afternoon,15-07-2016 12:57
6663,Airport,Trip Completed,15-07-2016 22:22,15-07-2016,22,Night,15-07-2016 23:03
616,Airport,Trip Completed,11-07-2016 12:05,11-07-2016,12,Afternoon,11-07-2016 12:48
1056,City,Trip Completed,11-07-2016 19:49,11-07-2016,19,Evening,11-07-2016 20:28
1903,City,Trip Completed,12-07-2016 10:36,12-07-2016,10,Morning,12-07-2016 11:32
2643,City,Trip Completed,12-07-2016 22:37,12-07-2016,22,Night,12-07-2016 23:34
3291,City,Trip Completed,13-07-2016 11:10,13-07-2016,11,Morning,13-07-2016 12:31
3965,Airport,Trip Completed,13-07-2016 22:50,13-07-2016,22,Night,13-07-2016 23:20
4007,City,Trip Completed,13-07-2016 23:46,13-07-2016,23,Night,14-07-2016 00:23
4234,City,Trip Completed,14-07-2016 05:59,14-07-2016,5,Early Morning,14-07-2016 07:01
4388,Airport,Trip Completed,14-07-2016 07:50,14-07-2016,7,Early Morning,14-07-2016 08:48
4964,City,Trip Completed,14-07-2016 18:34,14-07-2016,18,Evening,14-07-2016 19:13
5544,City,Trip Completed,15-07-2016 05:23,15-07-2016,5,Early Morning,15-07-2016 05:56
6217,City,Trip Completed,15-07-2016 17:33,15-07-2016,17,Evening,15-07-2016 18:00
1345,Airport,Trip Completed,11-07-2016 23:37,11-07-2016,23,Night,12-07-2016 00:09
1874,Airport,Trip Completed,12-07-2016 09:56,12-07-2016,9,Morning,12-07-2016 10:42
2413,City,Trip Completed,12-07-2016 20:02,12-07-2016,20,Night,12-07-2016 21:16
3068,City,Trip Completed,13-07-2016 07:59,13-07-2016,7,Early Morning,13-07-2016 08:49
3452,City,Trip Completed,13-07-2016 16:52,13-07-2016,16,Evening,13-07-2016 17:25
4031,City,Trip Completed,14-07-2016 00:22,14-07-2016,0,Late Night,14-07-2016 00:55
4438,Airport,Trip Completed,14-07-2016 08:27,14-07-2016,8,Morning,14-07-2016 09:12
5521,Airport,Trip Completed,15-07-2016 05:19,15-07-2016,5,Early Morning,15-07-2016 06:27
5832,City,Trip Completed,15-07-2016 09:00,15-07-2016,9,Morning,15-07-2016 09:55
5990,Airport,Trip Completed,15-07-2016 11:43,15-07-2016,11,Morning,15-07-2016 12:40
6254,City,Trip Completed,15-07-2016 17:57,15-07-2016,17,Evening,15-07-2016 18:50
320,City,Trip Completed,11-07-2016 07:32,11-07-2016,7,Early Morning,11-07-2016 08:44
717,City,Trip Completed,11-07-2016 14:52,11-07-2016,14,Afternoon,11-07-2016 15:46
2074,City,Trip Completed,12-07-2016 15:32,12-07-2016,15,Afternoon,12-07-2016 16:24
4576,Airport,Trip Completed,14-07-2016 09:57,14-07-2016,9,Morning,14-07-2016 11:13
5503,City,Trip Completed,15-07-2016 05:11,15-07-2016,5,Early Morning,15-07-2016 06:01
173,City,Trip Completed,11-07-2016 05:45,11-07-2016,5,Early Morning,11-07-2016 06:30
698,City,Trip Completed,11-07-2016 14:00,11-07-2016,14,Afternoon,11-07-2016 14:49
2039,Airport,Trip Completed,12-07-2016 14:29,12-07-2016,14,Afternoon,12-07-2016 15:18
2467,Airport,Trip Completed,12-07-2016 20:34,12-07-2016,20,Night,12-07-2016 21:41
2676,Airport,Trip Completed,12-07-2016 23:53,12-07-2016,23,Night,13-07-2016 00:26
3038,City,Trip Completed,13-07-2016 07:37,13-07-2016,7,Early Morning,13-07-2016 08:33
4003,Airport,Trip Completed,13-07-2016 23:40,13-07-2016,23,Night,14-07-2016 00:38
4126,City,Trip Completed,14-07-2016 04:40,14-07-2016,4,Early Morning,14-07-2016 05:53
4611,City,Trip Completed,14-07-2016 10:34,14-07-2016,10,Morning,14-07-2016 11:19
4975,City,Trip Completed,14-07-2016 18:42,14-07-2016,18,Evening,14-07-2016 19:18
5664,City,Trip Completed,15-07-2016 07:03,15-07-2016,7,Early Morning,15-07-2016 07:46
6006,Airport,Trip Completed,15-07-2016 12:17,15-07-2016,12,Afternoon,15-07-2016 13:25
